,location,total_sqft,bath,price,bhk
4601,Koramangala,1900.0,2.0,200.0,2
4603,Koramangala,2292.0,3.0,286.0,3
4604,Koramangala,2300.0,3.0,290.0,3
4607,Koramangala,2503.0,6.0,325.0,4
4609,Koramangala,1320.0,2.0,150.0,2
4610,Koramangala,1320.0,2.0,110.0,2
4611,Koramangala,5985.0,4.0,775.0,4
4612,Koramangala,2461.0,6.0,353.0,4
4614,Koramangala,2246.0,3.0,300.0,3
4617,Koramangala,1083.0,2.0,100.0,2
4618,Koramangala,1744.0,3.0,200.0,3
4619,Koramangala,1180.0,2.0,128.0,2
4620,Koramangala,1320.0,2.0,160.0,2
4621,Koramangala,1370.0,2.0,125.0,2
4622,Koramangala,1100.0,2.0,85.0,2
4623,Koramangala,1249.0,2.0,165.0,2
4624,Koramangala,1200.0,2.0,100.0,2
4626,Koramangala,2223.0,3.0,300.0,3
4627,Koramangala,1744.0,4.0,210.0,3
4628,Koramangala,1866.0,4.0,245.0,3
4629,Koramangala,1320.0,2.0,160.0,2
4630,Koramangala,1350.0,2.0,103.0,2
4631,Koramangala,6000.0,4.0,625.0,4
4633,Koramangala,1320.0,2.0,160.0,2
4634,Koramangala,1710.0,3.0,210.0,3
4635,Koramangala,1355.0,2.0,95.0,2
4636,Koramangala,1600.0,3.0,170.0,3
4637,Koramangala,1260.0,2.0,100.0,2
4640,Kothannur,1206.0,2.0,48.23,2
4642,Kothannur,1100.0,2.0,40.0,2
4643,Kothannur,1197.0,2.0,47.88,2
4644,Kothannur,1197.0,2.0,47.8,2
4645,Kothannur,1070.0,2.0,42.79,2
4648,Kothannur,1070.0,2.0,38.6,2
4649,Kothannur,1485.0,2.0,59.4,3
4650,Kothannur,1215.0,2.0,48.6,3
4651,Kothannur,1404.0,2.0,56.15,3
4652,Kothanur,1200.0,2.0,51.0,2
4653,Kothanur,2400.0,2.0,150.0,3
4654,Kothanur,1828.0,3.0,110.0,3
4655,Kothanur,1186.0,2.0,58.0,2
4657,Kothanur,1847.0,3.0,105.0,3
4659,Kothanur,9600.0,5.0,550.0,5
4660,Kothanur,1435.0,3.0,70.0,3
4661,Kothanur,1187.0,2.0,58.0,2
4662,Kothanur,1847.0,3.0,110.0,3
4663,Kothanur,1460.0,3.0,71.0,3
4664,Kothanur,1185.0,2.0,59.0,2
4665,Kothanur,1436.0,3.0,70.0,3
4666,Kothanur,1462.0,3.0,71.0,3
4667,Kothanur,1790.0,3.0,105.0,3
4669,Kothanur,1070.0,2.0,45.5,2
4671,Kothanur,1145.0,2.0,56.0,2
4672,Kothanur,3401.0,5.0,230.0,4
4673,Kothanur,1455.0,2.0,69.0,2
4674,Kothanur,627.0,1.0,30.0,1
4675,Kothanur,1302.0,2.0,68.5,2
4676,Kothanur,1760.0,3.0,111.0,3
4677,Kothanur,1185.0,2.0,58.0,2
4678,Kothanur,1500.0,1.0,75.0,1
4679,Kothanur,1075.0,2.0,53.0,2
4680,Kothanur,1790.0,3.0,97.0,3
4681,Kothanur,2700.0,4.0,175.0,4
4682,Kothanur,1786.0,2.0,106.0,3
4683,Kothanur,1787.0,3.0,107.0,3
4684,Kothanur,1141.0,2.0,54.0,2
4685,Kothanur,1760.0,3.0,110.0,3
4687,Kothanur,1160.0,2.0,57.0,2
4688,Kothanur,1095.0,2.0,55.0,2
4689,Kothanur,1142.0,2.0,56.0,2
4690,Kothanur,1074.0,2.0,54.0,2
4691,Kothanur,1285.0,2.0,60.0,2
4692,Kothanur,1075.0,2.0,53.0,2
4693,Kothanur,1140.0,2.0,56.0,2
4694,Kothanur,1400.0,2.0,70.0,2
4697,Kothanur,1140.0,2.0,56.0,2
4698,Kothanur,1787.0,3.0,120.0,3
4699,Kothanur,1185.0,2.0,59.0,2
4701,Kothanur,1790.0,3.0,105.0,3
4702,Kothanur,1130.0,2.0,55.0,2
4703,Kothanur,1094.0,2.0,54.0,2
4704,Kothanur,1170.0,3.0,80.0,3
4705,Kothanur,1400.0,2.0,65.0,2
4706,Kothanur,1195.0,2.0,59.0,2
4707,Kothanur,1790.0,3.0,120.0,3
4708,Kothanur,1454.0,3.0,71.5,3
4709,Kudlu,1152.0,2.0,53.5,2
4710,Kudlu,1027.0,2.0,43.0,2
4711,Kudlu,1092.0,2.0,44.0,2
4712,Kudlu,1027.0,2.0,43.0,2
4713,Kudlu,1092.0,2.0,44.0,2
4714,Kudlu,1143.0,2.0,55.0,2
4716,Kudlu,1024.0,2.0,44.0,2
4718,Kudlu,1600.0,3.0,79.0,3
4719,Kudlu,1027.0,2.0,42.0,2
4720,Kudlu,1076.0,2.0,50.0,2
4721,Kudlu,1027.0,2.0,44.0,2
4722,Kudlu,1084.0,2.0,53.0,2
4723,Kudlu,1300.0,2.0,56.0,2
4724,Kudlu,1027.0,2.0,44.0,2
4725,Kudlu,1245.0,2.0,60.0,3
4726,Kudlu,1027.0,2.0,44.0,2
4727,Kudlu,1110.0,2.0,46.0,2
4728,Kudlu,2100.0,3.0,114.0,4
4729,Kudlu,1027.0,2.0,44.0,2
4730,Kudlu,720.0,1.0,33.0,1
4731,Kudlu,1027.0,2.0,44.0,2
4732,Kudlu,1162.0,2.0,52.0,2
4733,Kudlu,1041.0,2.0,53.0,2
4734,Kudlu Gate,1535.0,3.0,83.0,3
4735,Kudlu Gate,1535.0,3.0,85.0,3
4737,Kudlu Gate,1535.0,3.0,86.0,3
4738,Kudlu Gate,1564.0,2.0,92.0,3
4740,Kudlu Gate,1238.0,2.0,55.0,2
4741,Kudlu Gate,1564.0,2.0,99.745,3
4742,Kudlu Gate,1335.0,3.0,89.0,3
4743,Kudlu Gate,703.0,1.0,52.0,1
4744,Kudlu Gate,1535.0,3.0,86.0,3
4745,Kudlu Gate,1532.0,3.0,83.0,3
4746,Kudlu Gate,1113.0,2.0,50.0,2
4748,Kudlu Gate,1185.0,2.0,50.0,2
4752,Kudlu Gate,1215.0,2.0,45.0,2
4753,Kudlu Gate,812.0,2.0,38.25,2
4754,Kudlu Gate,1547.0,2.0,103.0,2
4755,Kudlu Gate,1336.0,2.0,86.0,2
4756,Kudlu Gate,1919.0,3.0,121.0,3
4757,Kudlu Gate,1464.0,3.0,56.0,2
4758,Kudlu Gate,1535.0,3.0,85.0,3
4759,Kudlu Gate,1850.0,3.0,120.0,3
4760,Kudlu Gate,940.0,2.0,69.57,2
4761,Kudlu Gate,1215.0,2.0,44.96,2
4762,Kudlu Gate,1164.0,2.0,75.0,2
4763,Kudlu Gate,3850.0,6.0,205.0,4
4764,Kudlu Gate,1183.0,2.0,79.54,2
4765,Kudlu Gate,1850.0,3.0,110.0,3
4767,Kudlu Gate,1183.0,2.0,79.54,2
4768,Kudlu Gate,1200.0,2.0,44.4,2
4770,Kudlu Gate,1310.0,2.0,53.0,2
4771,Kumaraswami Layout,2000.0,4.0,139.0,4
4772,Kumaraswami Layout,1000.0,2.0,48.5,2
4773,Kumaraswami Layout,1000.0,2.0,58.0,2
4774,Kumaraswami Layout,2400.0,7.0,125.0,7
4775,Kumaraswami Layout,2400.0,2.0,125.0,3
4776,Kumaraswami Layout,1310.0,2.0,70.0,3
4777,Kumaraswami Layout,850.0,1.0,78.0,1
4778,Kumaraswami Layout,3200.0,7.0,150.0,7
4779,Kumaraswami Layout,1310.0,2.0,85.0,3
4780,Kumaraswami Layout,2450.0,3.0,110.0,4
4781,Kumaraswami Layout,3100.0,7.0,145.0,7
4782,Kumaraswami Layout,1200.0,3.0,75.0,3
4783,Kumaraswami Layout,1081.0,2.0,60.0,2
4784,Kundalahalli,1724.0,3.0,125.0,3
4785,Kundalahalli,1030.0,2.0,49.0,2
4786,Kundalahalli,735.0,2.0,57.99,2
4787,Kundalahalli,1047.0,2.0,82.0,2
4788,Kundalahalli,1397.0,3.0,105.0,3
4789,Kundalahalli,1724.0,3.0,127.0,3
4790,Kundalahalli,1010.0,2.0,49.27,2
4791,Kundalahalli,1397.0,3.0,110.0,3
4792,Kundalahalli,1397.0,3.0,104.0,3
4793,Kundalahalli,1397.0,3.0,108.0,3
4794,Kundalahalli,1920.0,3.0,150.0,3
4795,Kundalahalli,1397.0,3.0,105.0,3
4797,Kundalahalli,1724.0,3.0,124.0,3
4798,Kundalahalli,1047.0,2.0,84.0,2
4799,Kundalahalli,1047.0,2.0,83.0,2
4800,Kundalahalli,7000.0,4.0,550.0,4
4802,Kundalahalli,1120.0,2.0,53.76,2
4803,Kundalahalli,1047.0,2.0,82.62,2
4804,Kundalahalli,1047.0,2.0,91.0,2
4805,Kundalahalli,1724.0,3.0,146.0,3
4806,Kundalahalli,1600.0,3.0,170.0,3
4808,Kundalahalli,1724.0,3.0,125.0,3
4809,Kundalahalli,1010.0,2.0,48.27,2
4810,Kundalahalli,1047.0,2.0,89.0,2
4811,Kundalahalli,2500.0,5.0,245.0,4
4812,Kundalahalli,1397.0,3.0,105.0,3
4814,Kundalahalli,1047.0,2.0,72.0,2
4815,Kundalahalli,1260.0,2.0,58.0,2
4816,Kundalahalli,3092.0,4.0,230.0,4
4817,Kundalahalli,1065.0,2.0,70.0,2
4818,Kundalahalli,1724.0,3.0,146.0,3
4819,Kundalahalli,1047.0,2.0,91.0,2
4820,Kundalahalli,1724.0,3.0,128.0,3
4821,Kundalahalli,1315.0,2.0,74.0,2
4822,Kundalahalli,2100.0,3.0,150.0,3
4823,Kundalahalli,1724.0,3.0,125.0,3
4824,Kundalahalli,1724.0,3.0,140.0,3
4825,Kundalahalli,1175.0,2.0,65.0,2
4827,LB Shastri Nagar,1043.0,2.0,55.0,2
4828,LB Shastri Nagar,1184.0,2.0,69.0,2
4829,LB Shastri Nagar,665.0,1.0,32.0,1
4830,LB Shastri Nagar,1250.0,2.0,48.5,2
4831,LB Shastri Nagar,1400.0,2.0,80.0,3
4832,LB Shastri Nagar,1184.0,2.0,62.0,2
4833,LB Shastri Nagar,1200.0,2.0,47.0,2
4834,LB Shastri Nagar,1200.0,2.0,75.0,2
4835,LB Shastri Nagar,1000.0,2.0,49.5,2
4836,Laggere,2800.0,5.0,125.0,5
4837,Laggere,1200.0,3.0,130.0,3
4838,Laggere,1200.0,1.0,125.0,1
4839,Laggere,1200.0,2.0,75.0,2
4840,Laggere,620.0,2.0,48.0,1
4841,Lakshminarayana Pura,1185.0,2.0,75.0,2
4842,Lakshminarayana Pura,1600.0,2.0,108.0,3
4843,Lakshminarayana Pura,1180.0,2.0,75.0,2
4844,Lakshminarayana Pura,1172.0,2.0,82.0,2
4845,Lakshminarayana Pura,1179.0,2.0,75.0,2
4846,Lakshminarayana Pura,1149.0,2.0,75.0,2
4847,Lakshminarayana Pura,1336.0,2.0,100.0,2
4848,Lakshminarayana Pura,1175.0,2.0,75.0,2
4849,Lakshminarayana Pura,1190.0,2.0,75.0,2
4850,Lakshminarayana Pura,1200.0,2.0,75.0,2
4851,Lakshminarayana Pura,1200.0,2.0,75.0,2
4852,Lakshminarayana Pura,1165.0,2.0,75.0,2
4853,Lakshminarayana Pura,1145.0,2.0,75.0,2
4854,Lakshminarayana Pura,1500.0,3.0,104.0,3
4855,Lakshminarayana Pura,1210.0,2.0,75.0,2
4856,Lakshminarayana Pura,1169.0,2.0,75.0,2
4857,Lakshminarayana Pura,1200.0,2.0,75.0,2
4858,Lakshminarayana Pura,1172.0,2.0,75.0,2
4859,Lakshminarayana Pura,1172.0,2.0,75.0,2
4860,Lakshminarayana Pura,1180.0,2.0,75.0,2
4861,Lakshminarayana Pura,1200.0,2.0,83.0,2
4862,Lakshminarayana Pura,1200.0,2.0,80.0,2
4863,Lakshminarayana Pura,1195.0,2.0,75.0,2
4864,Lakshminarayana Pura,1200.0,2.0,80.0,2
4865,Lingadheeranahalli,1521.0,3.0,95.0,3
4866,Lingadheeranahalli,1511.0,3.0,95.0,3
4867,Lingadheeranahalli,1683.0,3.0,109.0,3
4868,Lingadheeranahalli,1519.0,3.0,93.0,3
4869,Lingadheeranahalli,1521.0,3.0,94.99,3
4870,Lingadheeranahalli,1682.0,3.0,120.0,3
4871,Lingadheeranahalli,1521.0,3.0,94.71,3
4872,Lingadheeranahalli,1893.0,3.0,130.0,3
4873,Lingadheeranahalli,1705.0,3.0,110.0,3
4874,Lingadheeranahalli,2245.0,4.0,154.0,4
4875,Lingadheeranahalli,1682.0,3.0,113.0,3
4876,Lingadheeranahalli,1682.0,3.0,114.0,3
4877,Lingadheeranahalli,1506.0,3.0,95.0,3
4878,Lingadheeranahalli,1683.0,3.0,110.0,3
4879,Lingadheeranahalli,1684.0,3.0,120.0,3
4880,Lingadheeranahalli,2236.0,4.0,153.0,4
4881,Lingadheeranahalli,1894.0,4.0,114.0,3
4882,Lingadheeranahalli,2240.0,4.0,160.0,4
4883,Magadi Road,3600.0,6.0,141.0,6
4884,Magadi Road,1116.0,2.0,50.0,2
4885,Magadi Road,884.0,2.0,41.1,2
4886,Magadi Road,1005.0,2.0,55.78,2
4887,Magadi Road,884.0,2.0,46.5,2
4888,Magadi Road,1500.0,2.0,93.0,4
4890,Magadi Road,1345.0,2.0,55.0,2
4892,Magadi Road,5000.0,6.0,360.0,5
4893,Magadi Road,1116.0,2.0,51.89,2
4894,Magadi Road,1052.0,2.0,60.0,3
4895,Magadi Road,940.0,2.0,50.0,2
4896,Magadi Road,1318.0,2.0,68.0,3
4897,Magadi Road,1052.0,2.0,55.195,3
4898,Magadi Road,884.0,2.0,48.0,2
4900,Mahadevpura,1150.0,2.0,52.0,2
4901,Mahadevpura,1250.0,2.0,52.0,2
4902,Mahadevpura,1260.0,2.0,57.6,2
4903,Mahadevpura,730.0,1.0,35.0,1
4904,Mahadevpura,1434.0,2.0,67.39,3
4905,Mahadevpura,1146.0,2.0,53.8,2
4906,Mahadevpura,1532.0,2.0,62.0,2
4907,Mahadevpura,1620.0,2.0,76.0,3
4908,Mahadevpura,1136.0,2.0,64.5,2
4909,Mahadevpura,1400.0,2.0,65.8,3
4910,Mahadevpura,1137.0,2.0,53.4,2
4911,Mahadevpura,1601.0,3.0,95.0,3
4912,Mahadevpura,1450.0,3.0,75.0,3
4913,Mahadevpura,1152.0,2.0,54.0,2
4914,Mahadevpura,1212.0,2.0,56.9,2
4916,Mahadevpura,1505.0,3.0,78.0,3
4917,Mahadevpura,1500.0,2.0,70.0,3
4918,Mahadevpura,1236.0,2.0,58.0,2
4919,Mahadevpura,1236.0,2.0,58.0,2
4920,Mahadevpura,1120.0,2.0,53.0,2
4921,Mahalakshmi Layout,1575.0,5.0,158.0,4
4922,Mahalakshmi Layout,1105.0,2.0,80.0,2
4923,Mahalakshmi Layout,1200.0,3.0,160.0,4
4924,Mahalakshmi Layout,1200.0,2.0,110.0,3
4925,Mahalakshmi Layout,1876.0,3.0,150.0,3
4926,Mallasandra,1665.0,3.0,95.0,3
4927,Mallasandra,1665.0,3.0,86.58,3
4928,Mallasandra,1340.0,2.0,61.0,2
4929,Mallasandra,1325.0,2.0,70.0,2
4930,Mallasandra,1665.0,3.0,86.91,3
4931,Mallasandra,1325.0,2.0,70.0,2
4932,Mallasandra,905.0,2.0,40.0,2
4933,Mallasandra,1325.0,2.0,65.0,2
4934,Mallasandra,1325.0,2.0,73.0,2
4935,Mallasandra,1565.0,2.0,69.0,2
4936,Mallasandra,905.0,2.0,35.0,2
4938,Mallasandra,1100.0,2.0,76.3,3
4939,Malleshpalya,1140.0,2.0,46.5,2
4940,Malleshpalya,1225.0,2.0,46.86,2
4942,Malleshpalya,1052.0,2.0,50.0,2
4943,Malleshpalya,1405.0,2.0,77.0,3
4944,Malleshpalya,1065.0,2.0,50.0,2
4945,Malleshpalya,1210.0,2.0,55.0,2
4947,Malleshpalya,1060.0,2.0,40.0,2
4948,Malleshpalya,1430.0,2.0,69.5,3
4949,Malleshpalya,1421.0,2.0,90.0,2
4950,Malleshpalya,1245.0,2.0,55.0,2
4951,Malleshpalya,1200.0,2.0,46.0,2
4952,Malleshpalya,1225.0,2.0,52.0,2
4953,Malleshwaram,705.0,1.0,67.0,1
4954,Malleshwaram,12000.0,7.0,2200.0,7
4955,Malleshwaram,2500.0,5.0,325.0,4
4956,Malleshwaram,2006.0,3.0,297.0,3
4957,Malleshwaram,686.0,1.0,62.5,1
4958,Malleshwaram,2475.0,4.0,332.0,3
4959,Malleshwaram,2610.0,3.0,399.0,3
4960,Malleshwaram,2475.0,4.0,320.0,3
4961,Malleshwaram,900.0,2.0,95.0,2
4962,Malleshwaram,1420.0,2.0,158.0,2
4963,Malleshwaram,2000.0,3.0,250.0,3
4964,Malleshwaram,2215.0,3.0,275.0,3
4966,Malleshwaram,2475.0,4.0,300.0,3
4967,Malleshwaram,2215.0,2.0,293.0,3
4969,Malleshwaram,2215.0,4.0,310.0,3
4970,Malleshwaram,480.0,1.0,60.0,1
4971,Malleshwaram,1290.0,2.0,120.0,2
4972,Malleshwaram,2475.0,4.0,326.0,3
4973,Malleshwaram,2476.0,3.0,337.0,3
4974,Malleshwaram,900.0,2.0,90.0,2
4976,Malleshwaram,2050.0,4.0,270.0,3
4977,Malleshwaram,900.0,2.0,72.0,2
4978,Malleshwaram,620.0,1.0,86.8,1
4979,Malleshwaram,600.0,1.0,68.0,2
4980,Malleshwaram,2475.0,4.0,337.0,3
4981,Malleshwaram,2215.0,3.0,275.0,3
4982,Malleshwaram,2215.0,3.0,330.0,3
4984,Malleshwaram,1020.0,2.0,80.0,2
4985,Malleshwaram,600.0,1.0,90.0,2
4986,Malleshwaram,2200.0,3.0,275.0,3
4987,Malleshwaram,2475.0,4.0,326.0,3
4988,Malleshwaram,1500.0,2.0,140.0,2
4989,Malleshwaram,2475.0,4.0,340.0,3
4990,Malleshwaram,1400.0,2.0,190.0,2
4991,Malleshwaram,2475.0,4.0,300.0,3
4992,Malleshwaram,2400.0,3.0,380.0,3
4993,Malleshwaram,580.0,1.0,45.0,1
4994,Malleshwaram,1410.0,2.0,125.0,2
4997,Marathahalli,1220.0,2.0,57.0,2
4998,Marathahalli,1200.0,2.0,52.0,2
4999,Marathahalli,1200.0,2.0,60.0,2
5000,Marathahalli,1933.0,3.0,140.0,3
5001,Marathahalli,950.0,2.0,46.96,2
5002,Marathahalli,1230.0,2.0,80.0,2
5003,Marathahalli,3800.0,4.0,250.0,4
5004,Marathahalli,1019.0,2.0,49.85,2
5005,Marathahalli,1215.0,2.0,67.0,2
5006,Marathahalli,2181.0,3.0,152.0,4
5007,Marathahalli,1170.0,2.0,53.0,2
5008,Marathahalli,1019.0,2.0,49.86,2
5009,Marathahalli,1325.0,2.0,71.55,2
5010,Marathahalli,1220.0,2.0,56.5,2
5012,Marathahalli,1152.0,2.0,56.0,2
5013,Marathahalli,1610.0,3.0,90.0,3
5014,Marathahalli,1146.0,2.0,70.0,2
5016,Marathahalli,1469.0,3.0,89.0,3
5021,Marathahalli,2519.0,5.0,185.0,4
5023,Marathahalli,957.0,2.0,46.9,2
5024,Marathahalli,1583.0,3.0,105.0,3
5025,Marathahalli,2524.0,5.0,190.0,4
5029,Marathahalli,1071.0,2.0,52.25,2
5030,Marathahalli,1215.0,2.0,58.86,2
5031,Marathahalli,1102.0,2.0,53.67,2
5032,Marathahalli,1900.0,3.0,123.0,3
5033,Marathahalli,1045.0,2.0,60.0,2
5035,Marathahalli,1215.0,2.0,58.86,2
5036,Marathahalli,1365.0,2.0,73.0,2
5041,Marathahalli,1208.0,2.0,70.0,2
5042,Marathahalli,1325.0,1.0,92.0,2
5043,Marathahalli,1525.0,3.0,90.0,3
5044,Marathahalli,1937.0,3.0,140.0,3
5045,Marathahalli,1550.0,3.0,83.0,3
5046,Marathahalli,1350.0,2.0,86.0,2
5047,Marathahalli,957.0,2.0,47.0,2
5049,Marathahalli,1230.0,2.0,57.0,2
5050,Marathahalli,1200.0,2.0,58.0,2
5052,Marathahalli,607.0,1.0,35.0,1
5053,Marathahalli,1583.0,3.0,109.0,3
5054,Marathahalli,1075.0,2.0,52.43,2
5055,Marathahalli,1360.0,2.0,103.0,2
5056,Marathahalli,1220.0,2.0,58.5,2
5057,Marathahalli,950.0,2.0,45.68,2
5058,Marathahalli,615.0,1.0,44.0,1
5059,Marathahalli,1595.0,3.0,90.0,3
5060,Marathahalli,1350.0,2.0,89.0,2
5061,Marathahalli,1020.0,2.0,57.0,2
5062,Marathahalli,1600.0,3.0,88.0,2
5063,Marathahalli,780.0,1.0,55.0,1
5064,Marathahalli,1710.0,3.0,100.0,3
5066,Marathahalli,1358.0,2.0,81.0,2
5067,Marathahalli,1205.0,2.0,75.0,2
5068,Marathahalli,1730.0,3.0,110.0,3
5069,Marathahalli,1583.0,3.0,115.0,3
5070,Marathahalli,1200.0,2.0,67.0,2
5071,Marathahalli,1095.0,2.0,60.0,2
5072,Marathahalli,1060.0,2.0,48.0,2
5073,Marathahalli,1050.0,2.0,65.0,2
5074,Marathahalli,1102.0,2.0,53.67,2
5075,Marathahalli,1026.0,2.0,49.95,2
5078,Marathahalli,1220.0,2.0,59.0,2
5079,Marathahalli,881.0,2.0,48.06,2
5081,Marathahalli,1710.0,3.0,100.0,3
5082,Marathahalli,1680.0,3.0,105.0,3
5083,Marathahalli,1910.0,3.0,119.0,3
5084,Marathahalli,1602.0,2.0,104.0,2
5085,Marathahalli,700.0,1.0,38.0,1
5086,Marathahalli,1469.0,3.0,89.0,3
5088,Marathahalli,1690.0,3.0,116.0,3
5089,Marathahalli,1065.0,2.0,55.0,2
5090,Marathahalli,1693.0,3.0,125.0,3
5091,Marathahalli,1693.0,3.0,125.0,3
5092,Marathahalli,1196.0,2.0,57.9,2
5093,Marathahalli,1595.0,3.0,88.0,3
5094,Marathahalli,2122.0,3.0,125.0,3
5095,Marathahalli,1730.0,3.0,115.0,3
5098,Marathahalli,1125.0,2.0,55.0,2
5099,Marathahalli,1950.0,3.0,115.0,3
5100,Marathahalli,1250.0,2.0,68.0,2
5101,Marathahalli,1125.0,2.0,56.8,2
5102,Marathahalli,1350.0,2.0,90.0,2
5103,Marathahalli,1200.0,2.0,53.0,2
5104,Marathahalli,2500.0,5.0,175.0,4
5105,Marathahalli,957.0,2.0,47.0,2
5108,Marathahalli,1350.0,2.0,60.0,2
5109,Marathahalli,3400.0,4.0,235.0,4
5110,Marathahalli,1350.0,2.0,99.0,2
5112,Marathahalli,1285.0,2.0,55.0,2
5113,Marathahalli,2500.0,5.0,181.0,4
5114,Marathahalli,3800.0,4.0,235.0,4
5115,Marathahalli,3951.0,4.0,230.0,4
5116,Marathahalli,1125.0,2.0,54.8,2
5117,Marathahalli,1700.0,3.0,126.0,3
5119,Marathahalli,1270.0,2.0,73.0,2
5121,Marathahalli,950.0,2.0,46.7,2
5122,Marathahalli,1550.0,3.0,85.0,3
5123,Marathahalli,1019.0,2.0,49.86,2
5124,Marathahalli,1144.0,2.0,65.0,2
5125,Marathahalli,1240.0,2.0,55.0,2
5126,Marathahalli,1100.0,2.0,75.0,1
5127,Marathahalli,1156.0,2.0,52.0,2
5128,Marathahalli,2524.0,5.0,180.0,4
5129,Marathahalli,1135.0,2.0,60.0,2
5130,Marathahalli,1839.0,3.0,130.0,3
5131,Marathahalli,1170.0,2.0,85.0,2
5132,Marathahalli,1102.0,2.0,53.67,2
5133,Marathahalli,1108.0,2.0,60.0,3
5134,Marathahalli,1449.0,3.0,110.0,3
5135,Marathahalli,1360.0,2.0,101.0,2
5136,Marathahalli,1026.0,2.0,50.18,2
5139,Marathahalli,1270.0,2.0,80.0,2
5140,Marathahalli,1100.0,2.0,50.0,2
5141,Marathahalli,1196.0,2.0,57.95,2
5143,Marathahalli,1485.0,2.0,90.0,3
5144,Marathahalli,1146.0,2.0,69.0,2
5145,Margondanahalli,1090.0,2.0,58.0,2
5146,Margondanahalli,1200.0,2.0,58.5,2
5147,Margondanahalli,1200.0,2.0,67.0,2
5149,Margondanahalli,1000.0,2.0,57.0,2
5151,Margondanahalli,600.0,2.0,35.0,2
5152,Margondanahalli,1200.0,2.0,69.0,2
5153,Margondanahalli,900.0,2.0,49.0,2
5154,Margondanahalli,1140.0,2.0,60.0,2
5155,Margondanahalli,1100.0,2.0,55.0,2
5156,Margondanahalli,1152.0,1.0,66.0,2
5158,Margondanahalli,1200.0,2.0,65.0,2
5159,Margondanahalli,1050.0,2.0,58.0,2
5160,Margondanahalli,1160.0,2.0,65.0,2
5161,Margondanahalli,1334.0,2.0,67.76,2
5162,Marsur,1800.0,4.0,145.0,4
5163,Marsur,1200.0,3.0,90.0,3
5164,Marsur,1200.0,3.0,120.0,3
5165,Mico Layout,5000.0,9.0,210.0,9
5166,Mico Layout,1550.0,2.0,65.0,3
5167,Mico Layout,1125.0,2.0,40.0,2
5168,Mico Layout,1190.0,2.0,39.25,2
5169,Mico Layout,800.0,1.0,29.5,1
5170,Mico Layout,1250.0,2.0,44.0,3
5171,Mico Layout,1171.0,2.0,39.0,2
5172,Mico Layout,1200.0,2.0,53.5,2
5173,Mico Layout,1670.0,3.0,59.0,3
5174,Mico Layout,1140.0,2.0,43.0,2
5175,Munnekollal,1170.0,2.0,52.0,2
5176,Munnekollal,1102.0,2.0,53.67,2
5177,Munnekollal,1390.0,3.0,68.0,3
5178,Munnekollal,1200.0,2.0,49.5,2
5179,Munnekollal,950.0,2.0,46.5,2
5180,Munnekollal,1560.0,3.0,75.0,3
5181,Munnekollal,1750.0,3.0,86.5,3
5182,Munnekollal,1385.0,2.0,66.5,3
5183,Munnekollal,1080.0,2.0,45.0,2
5184,Munnekollal,1170.0,2.0,59.0,2
5186,Munnekollal,1200.0,2.0,57.9,3
5187,Munnekollal,1030.0,2.0,50.36,2
5188,Murugeshpalya,1296.0,2.0,81.0,2
5189,Murugeshpalya,1550.0,3.0,74.0,3
5190,Murugeshpalya,1845.0,3.0,91.0,3
5191,Murugeshpalya,1185.0,2.0,85.0,2
5192,Murugeshpalya,1225.0,2.0,48.0,2
5193,Murugeshpalya,1930.0,3.0,75.0,3
5194,Murugeshpalya,1600.0,2.0,65.0,3
5195,Murugeshpalya,1344.0,2.0,56.0,3
5196,Murugeshpalya,1500.0,2.0,70.0,3
5197,Murugeshpalya,1855.0,3.0,96.0,3
5198,Murugeshpalya,1175.0,2.0,75.0,2
5199,Mysore Road,1175.0,2.0,73.5,2
5200,Mysore Road,1710.0,4.0,91.31,3
5201,Mysore Road,1020.0,2.0,48.95,2
5202,Mysore Road,1175.0,2.0,73.5,2
5203,Mysore Road,1070.0,2.0,45.0,2
5204,Mysore Road,1239.0,2.0,53.0,2
5205,Mysore Road,1060.0,2.0,62.0,2
5206,Mysore Road,980.0,2.0,45.47,2
5207,Mysore Road,883.0,2.0,40.0,2
5208,Mysore Road,1525.0,3.0,96.0,3
5209,Mysore Road,1200.0,2.0,65.0,2
5213,Mysore Road,883.0,2.0,40.95,2
5214,Mysore Road,1070.0,2.0,49.65,2
5216,Mysore Road,883.0,2.0,50.0,2
5217,Mysore Road,1155.0,2.0,51.0,2
5218,Mysore Road,1003.0,2.0,43.0,2
5219,Mysore Road,1237.0,2.0,73.0,2
5220,Mysore Road,883.0,2.0,45.0,2
5221,Mysore Road,1170.0,2.0,65.0,2
5222,Mysore Road,942.0,2.0,50.855,2
5223,Mysore Road,940.0,2.0,43.61,2
5225,Mysore Road,1020.0,2.0,48.95,2
5226,Mysore Road,1568.0,2.0,100.0,3
5228,Mysore Road,1410.0,2.0,83.3,3
5229,Mysore Road,1175.0,2.0,70.5,2
5230,Mysore Road,1080.0,2.0,60.0,3
5232,Mysore Road,883.0,2.0,37.0,2
5234,NGR Layout,1020.0,2.0,45.9,2
5235,NGR Layout,1105.0,2.0,49.73,2
5236,NGR Layout,1022.0,2.0,45.9,2
5237,NGR Layout,1020.0,2.0,45.0,2
5238,NGR Layout,1019.0,2.0,45.9,2
5239,NGR Layout,1020.0,2.0,46.0,2
